,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
1287,U001,200353024,DECA corporation,,2020,1930607001,05-03-2020,24-03-2020,01-03-2020,NAM4,853.29
1298,U001,200744019,TARG us,,2020,1930843065,30-04-2020,15-05-2020,30-04-2020,NAA8,43184.27
1305,U001,200769623,WAL-MAR associates,,2020,1930582850,01-03-2020,16-03-2020,01-03-2020,NAH4,32011.03
1307,U001,200705742,DOT in,,2020,1930821659,23-04-2020,08-05-2020,23-04-2020,NAA8,303.62
1313,U001,200466603,SMITH'S corp,,2020,1930804830,21-04-2020,06-05-2020,21-04-2020,NAA8,42993.7
1316,U001,200704045,RA corp,,2020,1930592854,03-03-2020,18-03-2020,03-03-2020,NAA8,16817.42
1321,U001,200726979,BJ'S  corp,,2020,1930659942,17-03-2020,01-04-2020,17-03-2020,NAA8,66.37
1322,U001,200769623,WAL-MAR corp,,2020,1930853383,03-05-2020,18-05-2020,03-05-2020,NAH4,471.56
1337,CA02,140104409,LOB foundation,,2020,2960620205,10-03-2020,27-03-2020,17-03-2020,CA10,3908.079
1349,CA02,140104409,LOB in,,2020,2960622232,23-03-2020,02-04-2020,23-03-2020,CA10,107686.299
1351,U001,200541916,VF G corp,,2020,1930886411,15-05-2020,30-05-2020,15-05-2020,NAA8,34301.32
1359,U001,200230690,DECA llc,,2020,1930585735,02-03-2020,24-03-2020,01-03-2020,NAM4,3018.22
1366,U001,200744019,TARG llc,,2020,1930739949,04-04-2020,19-04-2020,04-04-2020,NAA8,11082.87
1374,U001,200762301,C&S WH in,,2020,1930637501,11-03-2020,26-03-2020,11-03-2020,NAC6,69231.13
1376,U001,200769623,WAL-MAR in,,2020,1930752538,06-04-2020,21-04-2020,06-04-2020,NAH4,41038.99
1381,U001,200759878,SA in,,2020,1930643630,13-03-2020,17-05-2020,13-03-2020,NAGD,8510.4
1383,U001,200705089,JETR systems,,2020,1930655043,17-03-2020,01-04-2020,17-03-2020,NAA8,21345.17
1387,U001,200418007,AM systems,,2020,1930854463,04-05-2020,19-05-2020,04-05-2020,NAA8,7137.3
1395,U001,200723794,MID MO trust,,2020,1930594645,04-03-2020,19-03-2020,04-03-2020,NAA8,47755.62
1399,U001,200782669,SYGMA us,,2020,1930767662,14-04-2020,04-05-2020,14-04-2020,NAD1,11770.15
1400,U001,200772595,SAFEW ,,2020,1930733023,02-04-2020,17-04-2020,02-04-2020,NAA8,32390.73
1419,U001,200769623,WAL-MAR foundation,,2020,1930828807,26-04-2020,11-05-2020,26-04-2020,NAH4,471.56
1421,U001,200718130,SYSCO F associates,,2020,1930706380,26-03-2020,10-04-2020,26-03-2020,NAA8,8077.18
1424,U001,200794332,COST in,,2020,1930800572,20-04-2020,05-05-2020,20-04-2020,NAAX,32391.9
1429,CA02,140104440,SO trust,,2020,2960631309,26-04-2020,07-05-2020,27-04-2020,CA10,82096.63
1430,U001,200769623,WAL-MAR ,,2020,1930798934,19-04-2020,04-05-2020,19-04-2020,NAH4,17881.44
1451,U001,200759878,SA co,,2020,1930671419,21-03-2020,05-04-2020,21-03-2020,NAH4,4061.53
1455,U001,200769623,WAL-MAR llc,,2020,1930799626,20-04-2020,05-05-2020,20-04-2020,NAH4,25140.36
1457,U001,200779906,BOZZU trust,,2020,1930641039,13-03-2020,28-03-2020,13-03-2020,NAA8,21572.65
1461,U001,200769623,WAL-MAR in,,2020,1930794281,17-04-2020,02-05-2020,17-04-2020,NAH4,68350.38
1463,CA02,140104440,SO corp,,2020,2960629673,21-04-2020,04-05-2020,24-04-2020,CA10,103372.668
1466,U001,200726979,BJ'S  in,,2020,1930802645,20-04-2020,05-05-2020,20-04-2020,NAA8,112816.17
1476,U001,200799367,MCL co,,2020,1930594895,03-03-2020,18-03-2020,03-03-2020,NAA8,83383.24
1484,U001,200769623,WAL-MAR llc,,2020,1930717896,29-03-2020,13-04-2020,29-03-2020,NAH4,28286.29
1503,CA02,140104331,CORE-M in,,2020,2960621262,18-03-2020,05-04-2020,26-03-2020,CA10,14182.35
1504,U001,200936373,SUPE ,,2020,1930584451,03-03-2020,18-03-2020,03-03-2020,NAA8,15925
1506,U001,200656729,PERFOR trust,,2020,1930610818,06-03-2020,21-03-2020,06-03-2020,NAA8,30601.36
1511,U001,200744019,TARG corp,,2020,1930666642,19-03-2020,03-04-2020,19-03-2020,NAA8,2753.74
1512,U001,200744019,TARG corp,,2020,1930739330,03-04-2020,18-04-2020,03-04-2020,NAA8,3605.7
1519,U001,200769623,WAL-MAR llc,,2020,1930746954,05-04-2020,20-04-2020,05-04-2020,NAH4,6785.94
1532,U001,200769623,WAL-MAR trust,,2020,1930793575,16-04-2020,01-05-2020,16-04-2020,NAH4,9777.44
1541,U001,200762301,C&S WH us,,2020,1930605664,06-03-2020,21-03-2020,06-03-2020,NAC6,24031.95
1548,U001,200148860,DOLLA associates,,2020,1930689325,23-03-2020,07-04-2020,23-03-2020,NAA8,32990.46
1552,U001,200803720,DEC foundation,,2020,1930612090,06-03-2020,24-03-2020,01-03-2020,NAM4,66.48
1554,U001,200416837,DEC ,,2020,1930857290,05-05-2020,11-05-2020,01-05-2020,NAM2,5917.77
1555,U001,200726979,BJ'S  ,,2020,1930822055,24-04-2020,09-05-2020,24-04-2020,NAA8,2396.03
1558,U001,CCU013,KRAFT F trust,,2020,1930571605,28-02-2020,28-02-2020,28-02-2020,NAX2,77.07
1560,U001,200915438,GROC in,,2020,1930723164,01-04-2020,16-04-2020,01-04-2020,NAA8,6713.52
1561,U001,200418007,AM us,,2020,1930667012,19-03-2020,23-05-2020,19-03-2020,NAGD,8294.4
1569,U001,200769623,WAL-MAR systems,,2020,1930798110,18-04-2020,03-05-2020,18-04-2020,NAH4,47118.53
1574,U001,200455322,PEA associates,,2020,1930605944,10-03-2020,09-04-2020,10-03-2020,NAD5,13326.85
1582,CA02,140106408,WAL-M systems,,2020,2960618297,03-03-2020,21-03-2020,11-03-2020,CA10,9394.021
1591,U001,200762301,C&S WH systems,,2020,1930701231,26-03-2020,10-04-2020,26-03-2020,NAC6,15724.32
1593,U001,200744019,TARG trust,,2020,1930738290,02-04-2020,17-04-2020,02-04-2020,NAA8,47540.39
1595,U001,200992695,NUGG foundation,,2020,1930820391,23-04-2020,08-05-2020,23-04-2020,NAA8,30065.62
1601,U001,200744019,TARG trust,,2020,1930834229,28-04-2020,13-05-2020,28-04-2020,NAA8,39358.28
1604,U001,200592182,DECA ,,2020,1930708114,27-03-2020,08-04-2020,16-03-2020,NAM4,513.16
1615,U001,200732755,KROGER associates,,2020,1930605355,06-03-2020,21-03-2020,06-03-2020,NAA8,7685.73
1620,CA02,140106408,WAL-M ,,2020,2960621281,21-03-2020,31-03-2020,21-03-2020,CA10,9694.384
1626,CA02,140104440,SO associates,,2020,2960621461,18-03-2020,30-03-2020,20-03-2020,CA10,164366.223
1633,U001,200519201,KROGE corp,,2020,1930828957,28-04-2020,13-05-2020,28-04-2020,NAA8,197963.27
1634,U001,200744019,TARG systems,,2020,1930581162,29-02-2020,15-03-2020,29-02-2020,NAA8,17812.07
1641,U001,200148860,DOLLA corporation,,2020,1930671635,24-03-2020,08-04-2020,24-03-2020,NAA8,13271.03
1642,U001,200820380,SMITH'S corp,,2020,1930580873,01-03-2020,16-03-2020,01-03-2020,NAA8,15481.15
1643,U001,200704858,WAKE us,,2020,1930803141,22-04-2020,07-05-2020,22-04-2020,NAA8,100878.92
1648,U001,200762301,C&S WH systems,,2020,1930765333,10-04-2020,25-04-2020,10-04-2020,NAC6,76124.34
1651,U001,200769623,WAL-MAR systems,,2020,1930664599,19-03-2020,03-04-2020,19-03-2020,NAH4,4529.38
1666,U001,200762301,C&S WH systems,,2020,1930685195,23-03-2020,07-04-2020,23-03-2020,NAC6,1180.78
1668,U001,200704045,RA us,,2020,1930682821,22-03-2020,06-04-2020,22-03-2020,NAA8,17224.98
1669,U001,200772595,SAFEW llc,,2020,1930727467,03-04-2020,18-04-2020,03-04-2020,NAA8,2456.06
1672,U001,200744019,TARG trust,,2020,1930698648,25-03-2020,09-04-2020,25-03-2020,NAA8,33580.87
1674,U001,200705742,DOT in,,2020,1930593648,03-03-2020,18-03-2020,03-03-2020,NAA8,10486.86
1679,U001,200769623,WAL-MAR trust,,2020,1930623848,10-03-2020,25-03-2020,10-03-2020,NAH4,14696.73
1681,U001,200799342,MITCH associates,,2020,1930793138,16-04-2020,01-05-2020,16-04-2020,NAA8,78109.83
1686,U013,140103480,PRIC systems,,2020,1991839741,27-02-2020,12-04-2020,27-02-2020,NAVF,21395.58
1689,U001,100006311,QUALITY C us,,2020,1930671166,18-03-2020,02-04-2020,18-03-2020,NAA8,20175.8
1705,U001,200803720,DEC ,,2020,1930820211,23-04-2020,09-05-2020,16-04-2020,NAM4,1977.62
1706,U001,200706844,WINC ,,2020,1930669778,21-03-2020,05-04-2020,21-03-2020,NAA8,15331.43
1713,U001,200769623,WAL-MAR systems,,2020,1930604650,07-03-2020,22-03-2020,07-03-2020,NAH4,15893.81
1717,U001,200071186,FATH foundation,,2020,1930789924,16-04-2020,01-05-2020,16-04-2020,NAA8,46945.8
1730,U001,200769623,WAL-MAR associates,,2020,1930879136,09-05-2020,24-05-2020,09-05-2020,NAH4,59462.27
1739,U001,200778870,C in,,2020,1930647008,13-03-2020,28-03-2020,13-03-2020,NAA8,9117.16
1743,U001,200769623,WAL-MAR associates,,2020,1930622144,10-03-2020,25-03-2020,10-03-2020,NAH4,64440.87
1744,U001,200148860,DOLLA foundation,,2020,1930710073,27-03-2020,11-04-2020,27-03-2020,NAA8,66356.43
1746,U001,200782001,GORDO systems,,2020,1930610058,06-03-2020,21-03-2020,06-03-2020,NAA8,45773.88
1747,U001,100026809,PRES us,,2020,1930731327,01-04-2020,11-04-2020,01-04-2020,NA10,28778.75
1749,U001,200769623,WAL-MAR ,,2020,1930655609,16-03-2020,31-03-2020,16-03-2020,NAH4,13347.31
1752,U001,200769623,WAL-MAR co,,2020,1930772169,11-04-2020,15-06-2020,11-04-2020,NAGD,131.58
1753,U001,200752302,KROGER associates,,2020,1930776636,12-04-2020,27-04-2020,12-04-2020,NAA8,75004.47
1755,U001,200769623,WAL-MAR foundation,,2020,1930710731,27-03-2020,11-04-2020,27-03-2020,NAH4,28295.59
1759,U001,200769623,WAL-MAR co,,2020,1930826845,26-04-2020,11-05-2020,26-04-2020,NAH4,2352.97
1765,U001,200711029,WEGMAN ,,2020,1930599202,04-03-2020,19-03-2020,04-03-2020,NAA8,66442.88
1772,U001,200707822,PUBLI foundation,,2020,1930776550,13-04-2020,28-04-2020,13-04-2020,NAA8,160558.42
1774,U001,200592182,DECA corporation,,2020,1930691960,24-03-2020,23-03-2020,16-03-2020,NAM1,36102.76
1784,U001,200455322,PEA in,,2020,1930787156,14-04-2020,14-05-2020,14-04-2020,NAD5,49124.1
1792,U001,200769623,WAL-MAR llc,,2020,1930798325,18-04-2020,03-05-2020,18-04-2020,NAH4,55399.42
1795,U001,200759878,SA ,,2020,1930603081,04-03-2020,19-03-2020,04-03-2020,NAH4,14022.8
1801,U001,200739534,OK ,,2020,1930842944,30-04-2020,15-05-2020,30-04-2020,NAA8,27131.85
1803,U001,200424504,M  corp,,2020,1930594041,04-03-2020,15-03-2020,15-03-2020,NACE,7405.23
1825,U001,200769623,WAL-MAR us,,2020,1930729868,01-04-2020,16-04-2020,01-04-2020,NAH4,5310.44
1828,U001,100058003,ING co,,2020,1930599489,04-03-2020,05-04-2020,04-03-2020,NA32,2374.48
1832,U001,200769623,WAL-MAR corporation,,2020,1930609796,08-03-2020,23-03-2020,08-03-2020,NAH4,79262.64
1838,U001,200732755,KROGER llc,,2020,1930760367,08-04-2020,23-04-2020,08-04-2020,NAA8,79604.8
1842,U001,200418007,AM ,,2020,1930773639,10-04-2020,25-04-2020,10-04-2020,NAA8,52193.28
1845,U001,200769623,WAL-MAR ,,2020,1930584953,01-03-2020,16-03-2020,01-03-2020,NAH4,661.11
1850,U001,200781484,MAPLE trust,,2020,1930860068,05-05-2020,20-05-2020,05-05-2020,NAA8,35464.06
1863,U001,200775094,SAVE M trust,,2020,1930772956,10-04-2020,25-04-2020,10-04-2020,NAA8,96825.11
1875,U001,200152991,JET systems,,2020,1930668256,18-03-2020,02-04-2020,18-03-2020,NAA8,1812.31
1892,U001,200769623,WAL-MAR systems,,2020,1930594653,04-03-2020,19-03-2020,04-03-2020,NAH4,7230.78
1895,CA02,140104429,COSTCO systems,,2020,2960616774,03-03-2020,15-03-2020,05-03-2020,CA10,25041.59
1900,U001,100031704,DELHAIZE us,,2020,1930747630,05-04-2020,09-06-2020,05-04-2020,NAGD,728.78
1909,U001,200769623,WAL-MAR foundation,,2020,1930854376,03-05-2020,18-05-2020,03-05-2020,NAH4,53201.11
1920,U001,200772670,ASSOCIAT trust,,2020,1930583800,28-02-2020,14-03-2020,28-02-2020,NAU5,602.9
1924,U001,200148860,DOLLA trust,,2020,1930691226,23-03-2020,07-04-2020,23-03-2020,NAA8,19666.18
1925,U001,200797452,US  us,,2020,1930641707,11-03-2020,26-03-2020,11-03-2020,NAA8,204.43
1935,CA02,140105785,SHOPPE foundation,,2020,2960628703,13-04-2020,02-05-2020,22-04-2020,CA10,27074.754
1941,U001,200769623,WAL-MAR in,,2020,1930730277,01-04-2020,16-04-2020,01-04-2020,NAH4,15562.99
1943,U001,200769623,WAL-MAR co,,2020,1930792925,16-04-2020,01-05-2020,16-04-2020,NAH4,9099.16
1947,U001,200769623,WAL-MAR corp,,2020,1930720154,31-03-2020,15-04-2020,31-03-2020,NAH4,10472.25
1949,U001,200772595,SAFEW llc,,2020,1930719448,30-03-2020,14-04-2020,30-03-2020,NAA8,1235.36
1952,U001,200759878,SA corp,,2020,1930768133,10-04-2020,25-04-2020,10-04-2020,NAH4,54312.68
1954,U001,200707822,PUBLI corporation,,2020,1930752516,05-04-2020,20-04-2020,05-04-2020,NAA8,104769.48
1970,U001,200743996,STATER  corp,,2020,1930723439,31-03-2020,15-04-2020,31-03-2020,NAA8,47975.78
1974,U001,200769623,WAL-MAR systems,,2020,1930637364,13-03-2020,28-03-2020,13-03-2020,NAH4,13956.09
1980,U001,200769623,WAL-MAR associates,,2020,1930776679,12-04-2020,27-04-2020,12-04-2020,NAH4,39143.19
1996,U001,200769623,WAL-MAR us,,2020,1930651757,14-03-2020,29-03-2020,14-03-2020,NAH4,42089.37
1997,U001,200769623,WAL-MAR llc,,2020,1930893128,12-05-2020,27-05-2020,12-05-2020,NAH4,31794.87
2000,U001,200749225,SUPER  trust,,2020,1930862405,06-05-2020,21-05-2020,06-05-2020,NAA8,100980.4
2002,U001,200759082,INGL associates,,2020,1930654371,15-03-2020,30-03-2020,15-03-2020,NAA8,36479.01
2004,U001,200769623,WAL-MAR trust,,2020,1930652946,14-03-2020,29-03-2020,14-03-2020,NAH4,58014.2
2012,U001,200759878,SA systems,,2020,1930732203,03-04-2020,18-04-2020,03-04-2020,NAH4,14016.25
2016,U001,200729942,SA foundation,,2020,1930691589,24-03-2020,08-04-2020,24-03-2020,NAA8,11657.35
2018,U001,200230690,DECA in,,2020,1930804276,21-04-2020,08-04-2020,16-03-2020,NAM4,242.28
2019,U001,200148860,DOLLA in,,2020,1930587100,03-03-2020,18-03-2020,03-03-2020,NAA8,84250.05
2021,CA02,140104440,SO foundation,,2020,2960625185,04-04-2020,15-04-2020,05-04-2020,CA10,81206.811
2023,U001,100031704,DELHAIZE us,,2020,1930802865,20-04-2020,24-06-2020,20-04-2020,NAGD,728.78
2025,U001,200769623,WAL-MAR foundation,,2020,1930819014,22-04-2020,07-05-2020,22-04-2020,NAH4,23794.84
2032,U001,200769623,WAL-MAR associates,,2020,1930587521,03-03-2020,18-03-2020,03-03-2020,NAH4,5037.44
2034,U001,200790107,ROU llc,,2020,1930863517,06-05-2020,21-05-2020,06-05-2020,NAC6,119035.35
2040,U001,200739074,STEWART foundation,,2020,1930660502,20-03-2020,04-04-2020,20-03-2020,NAA8,18008.27
2056,CA02,140104440,SO corp,,2020,2960624964,01-04-2020,18-04-2020,08-04-2020,CA10,112913.43
2065,U001,200705372,FR systems,,2020,1930691620,24-03-2020,08-04-2020,24-03-2020,NAA8,34757.57
2075,U013,CC3411,H.J. HEI associates,,2020,1991839773,05-03-2020,19-04-2020,05-03-2020,NAVF,11533.34
2082,U001,200769623,WAL-MAR foundation,,2020,1930829788,28-04-2020,13-05-2020,28-04-2020,NAH4,661.11
2085,U001,200920735,ALBERT systems,,2020,1930735188,08-04-2020,23-04-2020,08-04-2020,NAA8,31220.28
2087,U001,200769623,WAL-MAR associates,,2020,1930649490,14-03-2020,29-03-2020,14-03-2020,NAH4,58603.01
2090,U001,100031704,DELHAIZE co,,2020,1930666315,17-03-2020,01-04-2020,17-03-2020,NAA8,63413.12
2093,U001,200148860,DOLLA llc,,2020,1930772689,09-04-2020,13-06-2020,09-04-2020,NAGD,2049.76
2096,U001,200769623,WAL-MAR systems,,2020,1930825733,26-04-2020,11-05-2020,26-04-2020,NAH4,6621.57
2101,CA02,140106408,WAL-M trust,,2020,2960626049,05-04-2020,15-04-2020,05-04-2020,CA10,76.601
2111,U001,200769623,WAL-MAR us,,2020,1930704938,27-03-2020,11-04-2020,27-03-2020,NAH4,13914.46
2115,U001,200772670,ASSOCIAT trust,,2020,1930669789,18-03-2020,02-04-2020,18-03-2020,NAU5,134292.79
2125,U001,200803720,DEC ,,2020,1930689941,24-03-2020,26-03-2020,16-03-2020,NAM2,7254.43
2126,U001,200780383,MEIJ co,,2020,1930780091,13-04-2020,28-04-2020,13-04-2020,NAA8,83679.13
2131,U001,200759878,SA corp,,2020,1930651113,15-03-2020,30-03-2020,15-03-2020,NAH4,12948.62
2145,U001,200726979,BJ'S  in,,2020,1930630407,08-03-2020,23-03-2020,08-03-2020,NAA8,929.93
2151,U001,200769623,WAL-MAR co,,2020,1930650853,14-03-2020,29-03-2020,14-03-2020,NAH4,6071.89
2152,U001,200729290,KROGER llc,,2020,1930593379,04-03-2020,19-03-2020,04-03-2020,NAA8,91923.26
2164,U001,200769623,WAL-MAR us,,2020,1930724265,01-04-2020,16-04-2020,01-04-2020,NAH4,29806.04
2165,U001,200418007,AM associates,,2020,1930774890,14-04-2020,29-04-2020,14-04-2020,NAA8,6094.99
2167,U001,200769623,WAL-MAR ,,2020,1930692384,25-03-2020,09-04-2020,25-03-2020,NAH4,18147.6
2205,U001,200769623,WAL-MAR associates,,2020,1930592130,03-03-2020,18-03-2020,03-03-2020,NAH4,56744.81
2206,U001,200769623,WAL-MAR associates,,2020,1930875354,07-05-2020,22-05-2020,07-05-2020,NAH4,49872.43
2207,U001,200761734,H E BUT corporation,,2020,1930651650,13-03-2020,28-03-2020,13-03-2020,NAA8,74460.6
2211,U001,200726979,BJ'S  ,,2020,1930603111,05-03-2020,20-03-2020,05-03-2020,NAA8,754.83
2214,U001,200707741,SMART &  co,,2020,1930729109,31-03-2020,15-04-2020,31-03-2020,NAA8,15913.01
2219,U001,200769623,WAL-MAR in,,2020,1930803359,21-04-2020,06-05-2020,21-04-2020,NAH4,1898.9
2222,U001,200769623,WAL-MAR foundation,,2020,1930783613,14-04-2020,29-04-2020,14-04-2020,NAH4,5126.33
2230,U001,200920735,ALBERT ,,2020,1930733359,04-04-2020,19-04-2020,04-04-2020,NAA8,74878.14
2231,U001,200782001,GORDO co,,2020,1930584057,02-03-2020,17-03-2020,02-03-2020,NAA8,14705.86
2233,U001,200769623,WAL-MAR in,,2020,1930882887,09-05-2020,24-05-2020,09-05-2020,NAH4,19703.3
2236,U001,200769623,WAL-MAR co,,2020,1930787797,14-04-2020,29-04-2020,14-04-2020,NAH4,12291.24
2240,U001,100015557,BI us,,2020,1930602623,04-03-2020,19-03-2020,04-03-2020,NAA8,49175.63
2247,U001,200418007,AM co,,2020,1930781107,15-04-2020,30-04-2020,15-04-2020,NAA8,23753.76
2249,U001,200769623,WAL-MAR systems,,2020,1930644277,13-03-2020,28-03-2020,13-03-2020,NAH4,34934.61
2254,U001,200769623,WAL-MAR co,,2020,1930670587,18-03-2020,02-04-2020,18-03-2020,NAH4,60876.69
2256,U001,200760666,KEHE  corporation,,2020,1930708241,31-03-2020,15-04-2020,31-03-2020,NAA8,21097.89
2260,U001,200769623,WAL-MAR in,,2020,1930705472,27-03-2020,11-04-2020,27-03-2020,NAH4,91.93
2262,U001,200769623,WAL-MAR ,,2020,1930666543,19-03-2020,03-04-2020,19-03-2020,NAH4,10923.4
2272,U001,200762301,C&S WH associates,,2020,1930768188,09-04-2020,24-04-2020,09-04-2020,NAC6,91658.63
2273,U001,200624321,FOOD systems,,2020,1930664431,20-03-2020,04-04-2020,20-03-2020,NAA8,2442
2280,U001,200706844,WINC in,,2020,1930607504,06-03-2020,21-03-2020,06-03-2020,NAA8,12677.02
2281,U001,200706844,WINC systems,,2020,1930861648,06-05-2020,21-05-2020,06-05-2020,NAA8,8096.2
2303,U001,200637068,CON corporation,,2020,1930654490,16-03-2020,31-03-2020,16-03-2020,NAA8,5868.24
2324,U001,200769623,WAL-MAR in,,2020,1930749253,05-04-2020,20-04-2020,05-04-2020,NAH4,15.76
2334,U001,200803720,DEC llc,,2020,1930765386,10-04-2020,24-04-2020,01-04-2020,NAM4,4219.56
2341,U001,200780383,MEIJ llc,,2020,1930699736,25-03-2020,09-04-2020,25-03-2020,NAA8,50976.68
2342,U001,200769623,WAL-MAR systems,,2020,1930812745,21-04-2020,06-05-2020,21-04-2020,NAH4,25931.86
2347,U001,200794332,COST llc,,2020,1930814369,24-04-2020,09-05-2020,24-04-2020,NAAX,14204.38
2365,CA02,140106293,ATLANT ,,2020,2960623610,23-03-2020,10-04-2020,31-03-2020,CA10,13297.949
2371,U001,200744019,TARG us,,2020,1930684671,23-03-2020,07-04-2020,23-03-2020,NAA8,8532.56
2376,U001,200772670,ASSOCIAT us,,2020,1930645503,12-03-2020,27-03-2020,12-03-2020,NAU5,39135.35
2378,CA02,140104409,LOB ,,2020,2960625529,01-04-2020,12-04-2020,02-04-2020,CA10,173952.828
2381,U001,200729942,SA corporation,,2020,1930713977,27-03-2020,11-04-2020,27-03-2020,NAA8,65939.22
2385,U001,200794332,COST llc,,2020,1930572323,28-02-2020,14-03-2020,28-02-2020,NAAX,16491.37
2386,U001,200769623,WAL-MAR trust,,2020,1930857479,05-05-2020,20-05-2020,05-05-2020,NAH4,731.11
2393,U001,200761734,H E BUT trust,,2020,1930677253,22-03-2020,06-04-2020,22-03-2020,NAA8,58671.31
2394,CA02,140106293,ATLANT us,,2020,2960616790,07-03-2020,25-03-2020,15-03-2020,CA10,16405.333
2396,U001,200769623,WAL-MAR ,,2020,1930849862,03-05-2020,18-05-2020,03-05-2020,NAH4,11874.2
2406,U001,200769623,WAL-MAR systems,,2020,1930714946,29-03-2020,13-04-2020,29-03-2020,NAH4,106.67
2409,U001,200799367,MCL systems,,2020,1930801763,21-04-2020,06-05-2020,21-04-2020,NAA8,82159.45
2410,U001,200769623,WAL-MAR trust,,2020,1930613516,06-03-2020,21-03-2020,06-03-2020,NAH4,14182.64
2421,U001,200782001,GORDO corp,,2020,1930810012,21-04-2020,06-05-2020,21-04-2020,NAA8,23975.28
2428,U001,200149567,RESER in,,2020,1930665188,19-03-2020,03-05-2020,19-03-2020,NABG,11824.32
2431,U001,200743123,KROGER in,,2020,1930827337,26-04-2020,11-05-2020,26-04-2020,NAA8,84487.09
2437,U001,200726979,BJ'S  corp,,2020,1930688080,21-03-2020,05-04-2020,21-03-2020,NAA8,165.9
2440,U001,200769623,WAL-MAR corporation,,2020,1930705605,26-03-2020,10-04-2020,26-03-2020,NAH4,31542.23
2441,U001,200232199,DIAMO systems,,2020,1930552258,27-02-2020,08-03-2020,27-02-2020,NA10,8265.6
2442,U001,200589514,TONY systems,,2020,1930598779,04-03-2020,19-03-2020,04-03-2020,NAA8,122637.55
2452,U001,CCU013,KRAFT F foundation,,2020,1930666562,20-03-2020,20-03-2020,20-03-2020,NAX2,58.22
2454,U001,200726979,BJ'S  foundation,,2020,1930843162,01-05-2020,16-05-2020,01-05-2020,NAA8,178.63
2458,U001,100015557,BI us,,2020,1930814986,22-04-2020,07-05-2020,22-04-2020,NAA8,3018.93
2460,U001,200761734,H E BUT in,,2020,1930751808,05-04-2020,09-06-2020,05-04-2020,NAGD,1703.61
2461,U001,200769623,WAL-MAR in,,2020,1930883964,11-05-2020,26-05-2020,11-05-2020,NAH4,22249.44
2466,U001,200555117,BURR llc,,2020,1930641920,12-03-2020,27-03-2020,12-03-2020,NAA8,91490.42
2467,U001,200772670,ASSOCIAT trust,,2020,1930876569,07-05-2020,22-05-2020,07-05-2020,NAU5,394.12
2468,U001,200769623,WAL-MAR ,,2020,1930593549,02-03-2020,17-03-2020,02-03-2020,NAH4,52043.49
2469,U001,CCU013,KRAFT F us,,2020,1930628140,11-03-2020,11-03-2020,11-03-2020,NAX2,18867.45
2473,CA02,140104409,LOB systems,,2020,2960618196,05-03-2020,23-03-2020,13-03-2020,CA10,148924.398
2474,CA02,140106408,WAL-M co,,2020,2960626863,10-04-2020,20-04-2020,10-04-2020,CA10,20353.564
2476,U001,200762301,C&S WH trust,,2020,1930769404,10-04-2020,14-06-2020,10-04-2020,NAGD,10556.17
2486,U001,200769623,WAL-MAR corp,,2020,1930718868,01-04-2020,16-04-2020,01-04-2020,NAH4,37402.01
2494,U001,200707822,PUBLI trust,,2020,1930797622,17-04-2020,02-05-2020,17-04-2020,NAA8,39211.94
2500,U001,200707822,PUBLI associates,,2020,1930623097,08-03-2020,23-03-2020,08-03-2020,NAA8,108293.13
2508,U001,200769623,WAL-MAR ,,2020,1930831144,28-04-2020,13-05-2020,28-04-2020,NAH4,2531.61
2511,U001,200743996,STATER  systems,,2020,1930803525,21-04-2020,06-05-2020,21-04-2020,NAA8,45431.89
2516,U001,200793830,M ,,2020,1930831650,28-04-2020,13-05-2020,28-04-2020,NAA8,112036.98
2526,U001,200769623,WAL-MAR in,,2020,1930673253,20-03-2020,04-04-2020,20-03-2020,NAH4,3985.06
